amount,client_time,category,device
47,1395932737,Environment,android
39,1395932864,Environment,iOS
59,1395933115,Fashion,android
30,1395933189,Environment,android
79,1395933444,Environment,iOS
35,1395933462,Environment,android
32,1395933512,Technology,iOS
32,1395933569,Technology,iOS
45,1395933586,Environment,android
46,1395933709,Fashion,android
37,1395934118,Sports,iOS
59,1395934267,Environment,iOS
8,1395934546,Sports,iOS
61,1395934710,Technology,iOS
66,1395935030,Games,android
37,1395935175,Sports,android
49,1395935221,Sports,android
41,1395935572,Technology,iOS
25,1395935600,Sports,iOS
73,1395935746,Games,iOS
43,1395935926,Technology,iOS
35,1395936136,Games,iOS
62,1395936216,Environment,android
37,1395936404,Fashion,iOS
42,1395936422,Sports,iOS
37,1395936865,Fashion,iOS
45,1395936930,Fashion,iOS
49,1395936962,Technology,iOS
13,1395936997,Environment,iOS
62,1395937095,Technology,android
42,1395937212,Games,iOS
36,1395937765,Fashion,iOS
38,1395937844,Technology,android
51,1395937995,Games,iOS
35,1395938044,Fashion,android
31,1395938250,Environment,android
64,1395938285,Games,android
9,1395938402,Fashion,iOS
18,1395938452,Environment,android
64,1395938611,Fashion,iOS
20,1395938631,Technology,iOS
70,1395938678,Technology,iOS
39,1395938836,Environment,iOS
32,1395938933,Games,iOS
52,1395939092,Fashion,android
35,1395939101,Environment,android
35,1395939354,Fashion,android
66,1395939427,Games,iOS
22,1395939483,Games,iOS
58,1395939492,Technology,iOS
36,1395939811,Technology,iOS
47,1395939840,Fashion,iOS
12,1395939854,Environment,android
51,1395940107,Sports,iOS
29,1395940322,Environment,iOS
16,1395940927,Games,iOS
54,1395941160,Environment,android
32,1395941403,Games,android
6,1395941426,Technology,android
50,1395941618,Sports,android
49,1395941783,Technology,iOS
37,1395941819,Technology,iOS
46,1395941832,Games,iOS
49,1395941975,Environment,android
18,1395942194,Technology,iOS
27,1395942329,Environment,iOS
47,1395942376,Environment,iOS
42,1395942408,Fashion,iOS
31,1395942606,Technology,android
14,1395942627,Games,iOS
52,1395942706,Fashion,iOS
57,1395942957,Sports,iOS
13,1395943067,Fashion,iOS
45,1395943194,Technology,iOS
22,1395943352,Fashion,iOS
36,1395943387,Games,iOS
16,1395943538,Environment,iOS
27,1395943686,Sports,iOS
17,1395943716,Sports,android
36,1395943860,Fashion,iOS
30,1395944056,Games,iOS
47,1395944177,Technology,iOS
16,1395944225,Games,iOS
56,1395944270,Environment,iOS
59,1395944375,Games,iOS
35,1395944792,Fashion,android
52,1395944814,Environment,android
30,1395944823,Environment,android
45,1395944899,Fashion,iOS
19,1395945049,Fashion,android
60,1395945398,Sports,android
41,1395945441,Environment,android
53,1395945444,Environment,iOS
81,1395945490,Games,iOS
42,1395945513,Technology,iOS
76,1395945829,Games,android
66,1395945897,Fashion,android
34,1395946092,Sports,android
32,1395946299,Games,android
53,1395946396,Games,android
39,1395946572,Sports,iOS
19,1395946890,Technology,iOS
12,1395946904,Environment,android
23,1395947141,Environment,iOS
40,1395947207,Sports,iOS
46,1395947348,Environment,iOS
40,1395947497,Sports,iOS
31,1395947707,Environment,iOS
65,1395947767,Fashion,iOS
50,1395947939,Technology,iOS
9,1395948178,Fashion,iOS
54,1395948209,Sports,iOS
20,1395948237,Environment,iOS
16,1395948282,Technology,android
31,1395948433,Fashion,iOS
47,1395948442,Sports,iOS
35,1395948545,Sports,iOS
40,1395948633,Sports,iOS
31,1395948695,Sports,iOS
45,1395948785,Games,iOS
36,1395948826,Games,iOS
53,1395949000,Games,android
42,1395949025,Sports,iOS
70,1395949128,Technology,android
34,1395949440,Technology,iOS
14,1395949556,Fashion,android
64,1395949563,Technology,iOS
36,1395949787,Sports,android
46,1395949922,Environment,iOS
36,1395949994,Sports,android
51,1395950004,Games,iOS
54,1395950098,Technology,iOS
50,1395950129,Games,iOS
42,1395950230,Fashion,iOS
39,1395950473,Environment,iOS
59,1395950590,Sports,iOS
24,1395950676,Environment,iOS
50,1395951406,Fashion,iOS
48,1395951476,Games,android
51,1395951748,Games,android
27,1395951764,Environment,iOS
55,1395951864,Environment,iOS
29,1395952140,Environment,android
32,1395952286,Sports,iOS
34,1395952387,Sports,iOS
31,1395952452,Sports,iOS
33,1395952474,Environment,iOS
26,1395952555,Games,iOS
39,1395952749,Technology,iOS
25,1395952835,Fashion,iOS
55,1395952842,Technology,android
22,1395952848,Games,iOS
22,1395953030,Sports,iOS
23,1395953082,Fashion,iOS
43,1395953177,Environment,iOS
9,1395953266,Sports,android
47,1395953557,Environment,android
19,1395953667,Environment,android
43,1395953789,Environment,android
27,1395953939,Sports,android
39,1395954575,Fashion,iOS
54,1395954815,Sports,android
45,1395954823,Fashion,iOS
32,1395954842,Sports,iOS
49,1395954905,Games,iOS
30,1395954912,Technology,iOS
30,1395954948,Fashion,iOS
22,1395955074,Environment,iOS
19,1395955192,Environment,android
55,1395955291,Games,android
33,1395955299,Games,iOS
57,1395955367,Environment,android
36,1395955379,Technology,iOS
50,1395955448,Games,iOS
42,1395955508,Games,iOS
53,1395955571,Games,iOS
5,1395955636,Fashion,android
43,1395955656,Environment,android
53,1395955846,Technology,iOS
60,1395955870,Technology,iOS
32,1395956344,Games,android
60,1395956383,Sports,iOS
21,1395956494,Technology,iOS
48,1395956610,Technology,iOS
19,1395956881,Fashion,android
68,1395957025,Sports,iOS
37,1395957098,Sports,iOS
21,1395957177,Sports,android
29,1395957343,Technology,android
24,1395957499,Technology,android
37,1395957794,Games,android
36,1395957804,Sports,iOS
30,1395957829,Games,android
48,1395957937,Sports,android
34,1395958018,Technology,android
31,1395958180,Technology,android
34,1395958629,Fashion,iOS
36,1395958661,Fashion,iOS
18,1395958867,Technology,iOS
33,1395959036,Games,android
43,1395959118,Sports,android
37,1395959131,Fashion,android
36,1395959166,Games,iOS
43,1395959466,Technology,android
37,1395959931,Fashion,iOS
48,1395960061,Technology,android
43,1395960074,Technology,android
33,1395960509,Fashion,android
61,1395961202,Environment,iOS
53,1395961373,Environment,android
32,1395961392,Technology,iOS
36,1395961495,Sports,iOS
63,1395961536,Fashion,iOS
28,1395961592,Fashion,iOS
29,1395962256,Environment,iOS
52,1395962272,Environment,iOS
53,1395962603,Games,iOS
34,1395962672,Sports,iOS
44,1395962747,Fashion,iOS
45,1395962757,Games,iOS
59,1395962986,Fashion,iOS
40,1395963065,Sports,android
51,1395963105,Sports,iOS
15,1395963115,Fashion,iOS
47,1395963173,Sports,iOS
33,1395963183,Sports,iOS
37,1395963579,Environment,iOS
5,1395963815,Fashion,android
60,1395963845,Fashion,android
47,1395963856,Games,android
63,1395963906,Sports,android
51,1395963952,Technology,iOS
47,1395964009,Games,iOS
44,1395964078,Games,iOS
14,1395964174,Environment,android
18,1395964248,Environment,iOS
35,1395964355,Technology,android
54,1395964390,Technology,android
54,1395964498,Games,iOS
26,1395964681,Games,iOS
52,1395964808,Technology,iOS
22,1395964973,Sports,android
36,1395965185,Fashion,android
16,1395965424,Sports,iOS
30,1395965553,Sports,iOS
46,1395965607,Environment,android
38,1395965981,Environment,android
26,1395966209,Games,android
38,1395966262,Technology,android
30,1395966394,Sports,iOS
61,1395966407,Games,android
55,1395966762,Sports,iOS
18,1395966903,Sports,android
60,1395967037,Environment,iOS
10,1395967096,Sports,iOS
35,1395967192,Sports,iOS
57,1395967288,Technology,iOS
1,1395967297,Technology,iOS
58,1395967306,Sports,iOS
39,1395967394,Technology,iOS
48,1395967648,Environment,iOS
22,1395967865,Technology,android
78,1395967879,Sports,android
22,1395968081,Environment,android
56,1395968348,Sports,iOS
45,1395968366,Environment,iOS
40,1395968373,Games,iOS
57,1395968505,Sports,android
62,1395968527,Sports,iOS
43,1395968537,Sports,android
37,1395968543,Environment,iOS
28,1395968576,Sports,iOS
38,1395968782,Games,iOS
25,1395968847,Sports,iOS
44,1395968864,Sports,iOS
44,1395968866,Sports,iOS
46,1395968900,Fashion,iOS
27,1395969083,Sports,iOS
46,1395969387,Environment,android
39,1395969505,Sports,android
58,1395969643,Sports,iOS
16,1395969861,Games,iOS
54,1395970046,Environment,android
36,1395970130,Technology,iOS
25,1395970132,Games,iOS
36,1395970175,Technology,android
67,1395970399,Games,iOS
57,1395970697,Sports,android
22,1395970786,Environment,iOS
51,1395970883,Sports,iOS
29,1395971280,Sports,android
46,1395971528,Sports,iOS
46,1395971793,Sports,android
54,1395971941,Environment,iOS
37,1395972021,Sports,android
25,1395972021,Technology,android
40,1395972424,Environment,iOS
36,1395972431,Environment,iOS
23,1395973124,Sports,android
18,1395973489,Environment,iOS
56,1395973544,Fashion,iOS
62,1395973751,Sports,iOS
53,1395973818,Fashion,iOS
51,1395973839,Games,iOS
48,1395974030,Fashion,android
23,1395974117,Technology,iOS
29,1395974180,Sports,android
47,1395974240,Fashion,iOS
44,1395974251,Sports,android
53,1395974648,Fashion,android
36,1395974888,Technology,android
36,1395975088,Sports,iOS
58,1395975177,Games,iOS
28,1395975237,Technology,iOS
33,1395975384,Environment,iOS
65,1395975538,Technology,iOS
57,1395975544,Technology,android
68,1395975562,Environment,iOS
34,1395975754,Sports,iOS
21,1395975871,Environment,android
20,1395976026,Sports,android
30,1395976156,Sports,android
33,1395976192,Fashion,iOS
28,1395976292,Fashion,iOS
44,1395976372,Environment,android
46,1395976378,Technology,iOS
61,1395976474,Fashion,iOS
58,1395976560,Games,android
25,1395976636,Games,iOS
55,1395976872,Sports,android
72,1395977182,Environment,iOS
33,1395977409,Sports,iOS
55,1395977542,Technology,iOS
26,1395977798,Environment,android
36,1395978042,Games,iOS
39,1395978148,Sports,iOS
42,1395978236,Environment,iOS
6,1395978322,Technology,iOS
39,1395978560,Games,iOS
24,1395978850,Sports,iOS
53,1395978862,Technology,android
35,1395979075,Games,iOS
31,1395979127,Games,android
32,1395979524,Environment,iOS
60,1395979551,Fashion,iOS
39,1395979554,Fashion,android
32,1395979632,Games,android
75,1395979799,Environment,iOS
55,1395979930,Environment,iOS
57,1395980041,Environment,iOS
34,1395980101,Sports,android
46,1395980160,Fashion,android
33,1395980183,Games,iOS
28,1395980327,Fashion,iOS
34,1395980438,Environment,iOS
55,1395980440,Games,iOS
16,1395980702,Fashion,iOS
66,1395980920,Sports,android
38,1395980929,Environment,android
63,1395980964,Fashion,iOS
39,1395980991,Environment,iOS
17,1395981092,Environment,iOS
63,1395981157,Technology,android
28,1395981260,Environment,iOS
51,1395981422,Technology,android
35,1395981442,Environment,android
48,1395981467,Games,iOS
57,1395981631,Fashion,android
20,1395981648,Technology,android
53,1395981739,Fashion,android
39,1395981949,Sports,iOS
51,1395981951,Technology,iOS
96,1395982397,Games,iOS
35,1395982634,Technology,iOS
19,1395982639,Technology,iOS
7,1395982948,Fashion,iOS
54,1395982951,Games,iOS
43,1395982951,Technology,iOS
37,1395983115,Technology,android
54,1395983187,Technology,iOS
45,1395983445,Environment,iOS
22,1395983653,Environment,iOS
37,1395983766,Technology,iOS
26,1395983778,Fashion,iOS
1,1395983790,Fashion,iOS
26,1395983875,Sports,iOS
49,1395983950,Technology,android
48,1395984004,Games,iOS
42,1395984283,Environment,android
39,1395984409,Technology,iOS
26,1395984559,Games,iOS
22,1395984595,Technology,iOS
42,1395984725,Technology,android
10,1395985172,Environment,iOS
72,1395985292,Games,android
23,1395985515,Sports,iOS
46,1395985684,Sports,android
38,1395985807,Sports,iOS
39,1395986008,Environment,android
43,1395986043,Technology,android
38,1395986050,Sports,iOS
37,1395986164,Environment,iOS
36,1395986308,Technology,iOS
39,1395986370,Environment,iOS
38,1395986383,Environment,android
46,1395986543,Environment,iOS
18,1395986602,Games,android
9,1395986611,Fashion,iOS
15,1395986741,Sports,iOS
51,1395986958,Sports,iOS
46,1395986988,Technology,iOS
29,1395987523,Fashion,android
33,1395987658,Sports,iOS
47,1395987872,Environment,iOS
58,1395988113,Sports,iOS
61,1395988143,Sports,android
58,1395988170,Sports,android
34,1395988490,Technology,iOS
35,1395988889,Sports,iOS
52,1395989007,Environment,iOS
46,1395989029,Technology,iOS
43,1395989144,Technology,iOS
34,1395989530,Games,iOS
50,1395989929,Games,iOS
48,1395990256,Fashion,iOS
80,1395990588,Fashion,iOS
36,1395990927,Technology,android
46,1395990975,Environment,iOS
42,1395991348,Sports,iOS
66,1395991385,Environment,iOS
12,1395991558,Sports,iOS
61,1395991815,Technology,iOS
42,1395992198,Technology,android
11,1395992305,Technology,android
40,1395992308,Technology,iOS
48,1395992992,Environment,iOS
28,1395993067,Fashion,iOS
44,1395993231,Sports,iOS
55,1395993292,Sports,iOS
32,1395993583,Sports,iOS
45,1395993681,Technology,iOS
59,1395993684,Fashion,iOS
55,1395994165,Games,iOS
42,1395994213,Fashion,iOS
31,1395994265,Technology,iOS
39,1395994610,Games,android
24,1395994870,Technology,iOS
16,1395995107,Sports,iOS
30,1395995118,Environment,iOS
27,1395995269,Games,iOS
43,1395995269,Games,iOS
47,1395995293,Technology,android
69,1395995584,Fashion,iOS
32,1395995669,Environment,iOS
51,1395995979,Fashion,android
60,1395996213,Sports,android
30,1395996252,Technology,android
62,1395996401,Environment,iOS
27,1395996483,Sports,iOS
83,1395996671,Sports,iOS
43,1395996735,Games,android
49,1395996754,Fashion,android
34,1395996779,Fashion,iOS
50,1395996829,Games,iOS
30,1395997064,Technology,android
38,1395997066,Technology,iOS
49,1395997208,Sports,iOS
36,1395997213,Games,android
32,1395997633,Technology,android
18,1395997677,Technology,iOS
40,1395997931,Sports,iOS
50,1395998027,Fashion,iOS
32,1395998145,Environment,android
18,1395998916,Environment,android
30,1395999120,Sports,iOS
57,1395999192,Technology,android
39,1395999334,Sports,android
27,1395999712,Games,android
31,1395999858,Fashion,android
43,1395999958,Fashion,android
44,1395999960,Sports,iOS
58,1395999996,Fashion,iOS
62,1396000036,Environment,iOS
43,1396000138,Sports,iOS
63,1396000223,Technology,android
34,1396000230,Sports,iOS
29,1396000329,Games,iOS
56,1396000497,Environment,android
18,1396001083,Games,iOS
27,1396001267,Games,android
40,1396001273,Fashion,iOS
30,1396001481,Sports,android
36,1396001551,Games,android
68,1396001701,Fashion,android
46,1396001808,Fashion,iOS
33,1396001889,Games,iOS
42,1396001963,Fashion,android
57,1396002093,Sports,android
55,1396002130,Sports,android
50,1396002190,Technology,android
31,1396002190,Technology,iOS
51,1396002389,Games,iOS
46,1396002547,Fashion,android
45,1396002552,Games,iOS
69,1396002598,Sports,iOS
22,1396002685,Sports,android
68,1396002880,Technology,iOS
14,1396003119,Technology,iOS
42,1396003157,Games,iOS
32,1396003382,Environment,iOS
60,1396003477,Sports,android
60,1396003610,Fashion,iOS
24,1396003632,Environment,iOS
15,1396003721,Environment,iOS
42,1396003913,Environment,iOS
41,1396004018,Games,iOS
34,1396004296,Games,iOS
30,1396004328,Games,android
33,1396004550,Environment,iOS
22,1396004596,Technology,iOS
26,1396005124,Fashion,iOS
38,1396006010,Technology,iOS
45,1396006097,Sports,iOS
54,1396006159,Fashion,iOS
50,1396006220,Environment,iOS
40,1396006254,Environment,android
51,1396006284,Sports,iOS
34,1396006354,Environment,iOS
70,1396006400,Environment,iOS
46,1396006455,Games,android
43,1396006522,Sports,iOS
75,1396006607,Sports,android
30,1396006676,Fashion,iOS
44,1396007257,Environment,iOS
38,1396007339,Technology,android
45,1396007736,Environment,iOS
51,1396007990,Games,android
62,1396008003,Sports,iOS
23,1396008290,Environment,android
25,1396008519,Sports,iOS
52,1396008541,Fashion,iOS
54,1396009199,Environment,android
36,1396009428,Games,android
12,1396009564,Technology,iOS
47,1396009607,Technology,android
51,1396009794,Fashion,android
34,1396009932,Games,android
44,1396010325,Environment,iOS
34,1396010375,Games,android
17,1396010439,Fashion,iOS
55,1396010445,Environment,android
45,1396010485,Environment,iOS
34,1396010491,Sports,android
35,1396010503,Sports,android
38,1396010542,Environment,android
27,1396010619,Environment,android
54,1396010741,Games,iOS
46,1396011041,Games,iOS
40,1396011053,Games,iOS
37,1396011163,Sports,android
54,1396011316,Environment,iOS
65,1396011419,Technology,android
58,1396011520,Technology,iOS
58,1396011608,Technology,iOS
55,1396011655,Sports,iOS
46,1396011696,Technology,iOS
72,1396011710,Fashion,iOS
51,1396011870,Games,iOS
58,1396012108,Fashion,iOS
38,1396012210,Games,iOS
50,1396012672,Games,iOS
11,1396012819,Sports,android
47,1396012834,Technology,android
44,1396012838,Games,iOS
50,1396012936,Fashion,iOS
25,1396012981,Technology,android
50,1396013066,Fashion,iOS
54,1396013158,Fashion,iOS
31,1396013287,Games,iOS
38,1396013296,Games,iOS
10,1396013346,Games,android
47,1396013352,Technology,iOS
42,1396013929,Games,iOS
43,1396014075,Games,android
81,1396014272,Environment,android
44,1396014426,Technology,iOS
21,1396014714,Games,android
9,1396014759,Games,iOS
24,1396014806,Technology,iOS
47,1396014860,Environment,android
16,1396014862,Technology,android
30,1396015089,Environment,iOS
18,1396015436,Technology,android
40,1396015639,Sports,iOS
42,1396015930,Fashion,iOS
29,1396016173,Environment,iOS
25,1396016202,Fashion,iOS
39,1396016263,Environment,iOS
33,1396016287,Games,iOS
27,1396016358,Technology,android
24,1396016548,Sports,android
31,1396016641,Environment,android
37,1396016711,Games,iOS
15,1396016802,Fashion,iOS
40,1396016836,Games,iOS
48,1396017084,Games,iOS
44,1396017167,Fashion,iOS
35,1396017192,Sports,android
59,1396017330,Fashion,android
31,1396017533,Technology,iOS
36,1396017595,Sports,android
30,1396017606,Technology,iOS
19,1396017625,Games,android
18,1396017628,Fashion,iOS
77,1396018022,Games,iOS
39,1396018107,Sports,iOS
65,1396018140,Fashion,iOS
30,1396018316,Fashion,iOS
58,1396018387,Environment,iOS
51,1396018442,Environment,android
74,1396018549,Technology,iOS
41,1396018605,Technology,iOS
48,1396018667,Sports,android
45,1396019151,Technology,android
49,1396019235,Fashion,iOS
26,1396019272,Technology,iOS
33,1396019357,Games,android
29,1396019374,Environment,android
19,1396019374,Environment,android
42,1396019548,Technology,iOS
30,1396019585,Fashion,iOS
44,1396019767,Games,android
37,1396020000,Technology,iOS
48,1396020078,Technology,android
26,1396020102,Environment,android
51,1396020193,Environment,iOS
24,1396020520,Environment,iOS
22,1396020521,Sports,android
37,1396020541,Games,android
29,1396020569,Technology,android
23,1396020839,Games,android
29,1396020897,Fashion,android
16,1396021069,Environment,iOS
48,1396021207,Sports,iOS
60,1396021274,Games,iOS
55,1396021369,Environment,android
37,1396021431,Fashion,iOS
16,1396021471,Technology,iOS
47,1396021472,Fashion,iOS
21,1396021549,Environment,iOS
32,1396021755,Technology,iOS
8,1396022083,Environment,android
38,1396022143,Sports,iOS
37,1396022145,Technology,iOS
24,1396022309,Technology,android
50,1396022320,Games,iOS
44,1396022685,Games,iOS
30,1396022838,Technology,android
32,1396022914,Technology,android
43,1396022956,Environment,iOS
20,1396023009,Games,iOS
41,1396023094,Fashion,iOS
45,1396023105,Fashion,iOS
37,1396023184,Environment,iOS
64,1396023377,Fashion,android
58,1396023401,Fashion,iOS
42,1396023409,Environment,android
47,1396023453,Sports,iOS
57,1396023457,Sports,iOS
42,1396023681,Fashion,iOS
42,1396023797,Technology,iOS
26,1396023942,Games,iOS
18,1396024073,Sports,android
14,1396024088,Games,iOS
36,1396024099,Fashion,iOS
43,1396024157,Games,iOS
14,1396024164,Sports,iOS
34,1396024470,Games,iOS
46,1396024587,Technology,iOS
23,1396024670,Fashion,iOS
31,1396024833,Games,android
63,1396024960,Technology,iOS
41,1396025122,Environment,iOS
44,1396025168,Environment,iOS
42,1396025383,Sports,android
41,1396025491,Fashion,iOS
30,1396025742,Fashion,android
36,1396026196,Fashion,android
68,1396026272,Fashion,iOS
82,1396026276,Games,iOS
56,1396026307,Sports,android
53,1396026318,Fashion,android
49,1396026331,Environment,iOS
47,1396026429,Games,iOS
74,1396026902,Games,iOS
72,1396027036,Games,iOS
46,1396027141,Technology,iOS
28,1396027164,Games,iOS
54,1396027249,Technology,android
47,1396027346,Technology,android
48,1396027418,Fashion,iOS
45,1396027528,Environment,iOS
53,1396027553,Environment,iOS
58,1396027724,Technology,iOS
52,1396027810,Fashion,iOS
34,1396027871,Fashion,android
38,1396027881,Fashion,iOS
43,1396028018,Environment,android
42,1396028242,Technology,iOS
16,1396028270,Sports,iOS
50,1396028339,Environment,android
7,1396028341,Games,android
63,1396028501,Sports,iOS
25,1396028614,Sports,iOS
52,1396028739,Sports,iOS
24,1396028805,Fashion,iOS
24,1396028900,Fashion,android
30,1396029048,Fashion,iOS
38,1396029067,Environment,iOS
27,1396029149,Sports,iOS
52,1396029401,Games,iOS
95,1396029564,Fashion,iOS
44,1396029724,Sports,android
48,1396029727,Fashion,android
42,1396029881,Fashion,iOS
33,1396029895,Technology,iOS
30,1396029955,Sports,iOS
65,1396029961,Sports,iOS
6,1396030066,Sports,iOS
29,1396030153,Games,android
49,1396030246,Sports,android
51,1396030354,Fashion,iOS
29,1396030440,Sports,iOS
20,1396030570,Technology,iOS
39,1396030693,Fashion,iOS
51,1396030695,Environment,iOS
31,1396031021,Sports,android
15,1396031136,Sports,android
41,1396031219,Technology,iOS
39,1396031224,Environment,iOS
68,1396031263,Games,android
63,1396031453,Sports,android
21,1396031465,Technology,iOS
75,1396031499,Environment,android
36,1396031500,Games,android
35,1396031504,Games,iOS
70,1396031525,Technology,iOS
33,1396031678,Fashion,iOS
39,1396031797,Environment,iOS
50,1396032010,Environment,iOS
41,1396032272,Fashion,iOS
37,1396032325,Fashion,iOS
48,1396032532,Environment,iOS
33,1396032638,Sports,iOS
42,1396032726,Games,iOS
12,1396032828,Technology,iOS
60,1396033054,Environment,iOS
55,1396033206,Environment,iOS
15,1396033465,Fashion,iOS
32,1396033549,Games,iOS
28,1396033570,Environment,android
45,1396033584,Environment,android
28,1396033637,Technology,iOS
46,1396033652,Sports,android
8,1396033689,Games,android
20,1396033798,Games,iOS
36,1396033840,Environment,iOS
56,1396033923,Technology,iOS
49,1396033978,Games,android
48,1396034071,Environment,iOS
46,1396034086,Environment,android
2,1396034139,Games,android
54,1396034187,Environment,iOS
55,1396034339,Technology,iOS
17,1396034362,Fashion,iOS
24,1396034620,Games,iOS
40,1396035099,Environment,iOS
44,1396035212,Technology,android
42,1396035240,Sports,android
30,1396035275,Sports,iOS
54,1396035576,Technology,iOS
20,1396035756,Environment,iOS
24,1396035808,Sports,android
23,1396035908,Sports,iOS
29,1396035933,Sports,iOS
50,1396035945,Environment,iOS
32,1396036151,Fashion,android
25,1396036198,Environment,iOS
40,1396036361,Sports,iOS
64,1396036427,Games,android
47,1396036724,Games,iOS
20,1396036827,Fashion,iOS
29,1396036962,Environment,iOS
30,1396037257,Sports,android
34,1396037272,Games,iOS
35,1396037302,Sports,iOS
44,1396037716,Environment,android
60,1396037772,Fashion,iOS
40,1396037811,Technology,android
12,1396038095,Fashion,android
28,1396038370,Sports,iOS
34,1396038527,Sports,iOS
61,1396038545,Technology,android
27,1396038560,Fashion,iOS
63,1396038621,Environment,iOS
59,1396038645,Technology,iOS
30,1396038675,Fashion,android
36,1396038883,Environment,android
69,1396038893,Environment,iOS
42,1396038993,Environment,android
41,1396039055,Fashion,android
23,1396039339,Games,iOS
54,1396039777,Technology,android
38,1396040151,Games,android
43,1396040167,Sports,iOS
48,1396040340,Environment,iOS
50,1396040520,Technology,android
48,1396040865,Fashion,iOS
31,1396040997,Environment,iOS
29,1396041130,Environment,iOS
27,1396041238,Sports,iOS
39,1396041260,Technology,android
36,1396041303,Fashion,iOS
19,1396041462,Technology,iOS
26,1396041608,Technology,iOS
46,1396041803,Sports,iOS
34,1396041850,Environment,android
16,1396041926,Sports,iOS
50,1396041959,Fashion,iOS
81,1396042060,Games,android
20,1396042166,Games,iOS
56,1396042268,Fashion,iOS
20,1396042466,Environment,android
70,1396042473,Games,iOS
35,1396042526,Technology,iOS
32,1396042551,Fashion,iOS
50,1396042889,Technology,iOS
36,1396043091,Environment,iOS
13,1396043173,Environment,iOS
54,1396043226,Games,iOS
32,1396043315,Technology,iOS
20,1396043352,Sports,android
36,1396043575,Sports,android
48,1396043586,Fashion,android
44,1396043612,Games,iOS
44,1396043642,Games,android
46,1396043729,Fashion,iOS
44,1396043822,Sports,android
40,1396043845,Technology,android
48,1396043888,Sports,iOS
40,1396043908,Technology,iOS
17,1396044457,Sports,iOS
67,1396044551,Sports,android
50,1396044579,Environment,iOS
18,1396044699,Technology,android
53,1396044730,Sports,iOS
33,1396044750,Fashion,iOS
1,1396044859,Fashion,iOS
51,1396044883,Technology,iOS
27,1396044997,Technology,android
43,1396045028,Sports,iOS
44,1396045308,Fashion,android
16,1396045316,Games,android
40,1396045487,Technology,android
56,1396045553,Technology,iOS
53,1396045639,Games,iOS
58,1396045744,Technology,iOS
27,1396045872,Games,android
32,1396045914,Fashion,android
29,1396046034,Sports,android
56,1396046036,Games,iOS
37,1396046277,Fashion,iOS
65,1396046465,Technology,iOS
43,1396047003,Technology,iOS
59,1396047036,Sports,iOS
46,1396047042,Technology,android
43,1396047071,Sports,android
57,1396047093,Sports,iOS
39,1396047266,Fashion,iOS
39,1396047735,Games,iOS
40,1396047864,Environment,iOS
38,1396048028,Fashion,iOS
61,1396048046,Games,android
56,1396048183,Games,android
50,1396048466,Environment,iOS
38,1396048582,Sports,android
54,1396048633,Sports,iOS
31,1396048676,Environment,android
31,1396048791,Fashion,iOS
40,1396048901,Sports,iOS
42,1396049088,Games,android
29,1396049187,Sports,iOS
26,1396049387,Fashion,android
43,1396049431,Fashion,android
46,1396049530,Fashion,android
27,1396049959,Environment,iOS
20,1396050605,Sports,android
56,1396050694,Technology,iOS
15,1396050758,Technology,iOS
26,1396050848,Games,android
35,1396050881,Games,iOS
38,1396050959,Environment,iOS
63,1396051073,Games,iOS
31,1396051080,Environment,iOS
27,1396051094,Environment,android
35,1396051214,Sports,iOS
34,1396051295,Environment,android
34,1396051311,Games,iOS
33,1396051343,Games,iOS
32,1396051448,Fashion,iOS
38,1396051490,Fashion,iOS
54,1396051498,Sports,iOS
26,1396051724,Games,iOS
53,1396052303,Technology,iOS
44,1396052621,Technology,iOS
19,1396052647,Games,iOS
47,1396052702,Fashion,iOS
35,1396052727,Technology,android
37,1396052837,Fashion,android
35,1396052839,Fashion,iOS
7,1396052865,Fashion,android
10,1396053005,Technology,iOS
34,1396053330,Technology,android
39,1396053530,Technology,android
65,1396053700,Fashion,iOS
30,1396053790,Technology,android
52,1396053795,Technology,iOS
18,1396053853,Technology,iOS
32,1396054147,Technology,android
51,1396054378,Games,iOS
73,1396054483,Technology,iOS
31,1396054501,Fashion,android
19,1396054628,Environment,iOS
31,1396055067,Environment,iOS
82,1396055141,Fashion,iOS
39,1396055512,Sports,iOS
37,1396055613,Environment,iOS
6,1396055661,Games,android
35,1396055723,Environment,iOS
18,1396055723,Technology,android
36,1396055843,Environment,iOS
27,1396055878,Technology,iOS
64,1396055979,Games,iOS
39,1396056077,Games,iOS
42,1396056269,Games,iOS
31,1396056386,Technology,iOS
14,1396056689,Games,iOS
30,1396056739,Environment,android
30,1396056765,Sports,iOS
67,1396056863,Technology,iOS
31,1396056953,Technology,iOS
36,1396056964,Fashion,android
38,1396056992,Technology,iOS
16,1396057025,Fashion,iOS
32,1396057057,Sports,iOS
41,1396057074,Sports,android
28,1396057097,Environment,iOS
36,1396057162,Fashion,iOS
42,1396057368,Games,iOS
42,1396057418,Fashion,iOS
55,1396057443,Sports,iOS
51,1396057497,Games,iOS
62,1396057508,Games,iOS
38,1396057545,Games,iOS
48,1396057611,Technology,android
65,1396057616,Sports,iOS
36,1396057620,Environment,iOS
26,1396057834,Fashion,iOS
40,1396057902,Games,iOS
25,1396057902,Games,android
52,1396057932,Technology,android
43,1396057966,Environment,iOS
48,1396058008,Games,iOS
11,1396058054,Environment,iOS
43,1396058057,Environment,iOS
32,1396058077,Sports,android
52,1396058229,Games,iOS
50,1396058292,Fashion,android
